Time (CET)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Sat 21:48:25	-28.9363	161.1328	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:48:30	-28.9417	161.1234	↙ 237°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:48:40	-28.9527	161.1046	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:48:50	-28.9637	161.0856	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:48:55	-28.9691	161.0763	↙ 238°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:49:00	-28.9747	161.0668	↙ 235°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:49:45	-29.0236	160.9822	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:49:55	-29.0346	160.9633	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:05	-29.0455	160.9444	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:10	-29.0509	160.9351	↙ 235°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:20	-29.0618	160.9162	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:29	-29.0727	160.8973	↙ 236°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:35	-29.0783	160.8877	↙ 236°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:45	-29.0892	160.8687	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:50:55	-29.1000	160.8500	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:00	-29.1056	160.8404	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:04	-29.1110	160.8309	↙ 236°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:09	-29.1164	160.8215	↙ 237°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:19	-29.1273	160.8026	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:24	-29.1328	160.7930	↙ 238°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:29	-29.1382	160.7837	↙ 236°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:34	-29.1438	160.7740	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:39	-29.1491	160.7646	↙ 236°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:44	-29.1547	160.7551	↙ 238°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:54	-29.1655	160.7363	↙ 236°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:51:59	-29.1710	160.7266	↙ 236°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:04	-29.1764	160.7172	↙ 238°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:09	-29.1819	160.7077	↙ 236°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:19	-29.1929	160.6885	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:24	-29.1984	160.6790	↙ 238°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:29	-29.2038	160.6695	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:34	-29.2093	160.6600	↙ 238°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:44	-29.2202	160.6410	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:49	-29.2257	160.6313	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:54	-29.2311	160.6219	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:52:59	-29.2366	160.6123	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:04	-29.2421	160.6027	↙ 236°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:14	-29.2530	160.5837	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:19	-29.2585	160.5740	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:24	-29.2640	160.5646	↙ 236°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:29	-29.2696	160.5549	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:39	-29.2805	160.5358	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:49	-29.2914	160.5167	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:54	-29.2969	160.5070	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:53:59	-29.3025	160.4974	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:54:39	-29.3463	160.4207	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:54:44	-29.3517	160.4111	↙ 238°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:54:49	-29.3573	160.4013	↙ 237°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:54:54	-29.3627	160.3918	↙ 236°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:04	-29.3738	160.3723	↙ 237°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:09	-29.3793	160.3626	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:14	-29.3847	160.3531	↙ 238°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:19	-29.3903	160.3433	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:29	-29.4012	160.3241	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:34	-29.4067	160.3145	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:39	-29.4123	160.3047	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:44	-29.4178	160.2951	↙ 238°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:54	-29.4288	160.2757	↙ 237°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:55:59	-29.4343	160.2661	↙ 237°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:04	-29.4398	160.2564	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:09	-29.4453	160.2467	↙ 236°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:19	-29.4562	160.2275	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:34	-29.4727	160.1986	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:44	-29.4836	160.1793	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:49	-29.4890	160.1698	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:56:54	-29.4946	160.1600	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:04	-29.5054	160.1409	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:09	-29.5109	160.1311	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:14	-29.5163	160.1216	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:19	-29.5218	160.1119	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:24	-29.5273	160.1022	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:34	-29.5381	160.0831	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:39	-29.5435	160.0734	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:44	-29.5490	160.0639	↙ 235°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:49	-29.5545	160.0542	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:57:59	-29.5654	160.0350	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:04	-29.5708	160.0252	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:09	-29.5763	160.0157	↙ 236°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:14	-29.5817	160.0060	↙ 238°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:24	-29.5926	159.9867	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:29	-29.5981	159.9770	↙ 238°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:34	-29.6035	159.9673	↙ 237°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:39	-29.6090	159.9576	↙ 236°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:49	-29.6199	159.9382	↙ 238°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:54	-29.6255	159.9284	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:58:59	-29.6309	159.9186	↙ 236°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:59:34	-29.6693	159.8506	↙ 237°	437	503	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:59:39	-29.6747	159.8409	↙ 238°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:59:44	-29.6802	159.8312	↙ 237°	436	502	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:59:49	-29.6857	159.8216	↙ 236°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 21:59:59	-29.6966	159.8022	↙ 238°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:04	-29.7020	159.7925	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:09	-29.7074	159.7829	↙ 236°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:14	-29.7129	159.7732	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:19	-29.7184	159.7635	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:29	-29.7293	159.7440	↙ 237°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:34	-29.7346	159.7343	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:39	-29.7401	159.7247	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:44	-29.7455	159.7149	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:54	-29.7563	159.6957	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:00:59	-29.7617	159.6860	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:04	-29.7672	159.6762	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:08	-29.7726	159.6665	↙ 237°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:18	-29.7833	159.6473	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:23	-29.7888	159.6375	↙ 236°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:29	-29.7943	159.6278	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:33	-29.7997	159.6181	↙ 238°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:43	-29.8105	159.5988	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:48	-29.8159	159.5892	↙ 238°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:01:54	-29.8212	159.5795	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:03	-29.8320	159.5603	↙ 238°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:08	-29.8375	159.5506	↙ 236°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:18	-29.8482	159.5314	↙ 238°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:28	-29.8591	159.5120	↙ 236°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:33	-29.8645	159.5023	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:43	-29.8752	159.4831	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:02:58	-29.8914	159.4541	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:03:08	-29.9021	159.4348	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:03:23	-29.9184	159.4058	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:03:33	-29.9291	159.3863	↙ 238°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:03:48	-29.9451	159.3575	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:03:58	-29.9558	159.3382	↙ 237°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:04:38	-29.9984	159.2616	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:04:43	-30.0037	159.2521	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:04:48	-30.0090	159.2424	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:04:53	-30.0143	159.2330	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:03	-30.0249	159.2139	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:13	-30.0354	159.1947	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:18	-30.0407	159.1851	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:28	-30.0513	159.1659	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:38	-30.0619	159.1468	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:43	-30.0671	159.1373	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:05:53	-30.0777	159.1182	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:06:03	-30.0882	159.0992	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:06:43	-30.1301	159.0232	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:06:53	-30.1407	159.0041	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:07:08	-30.1563	158.9757	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:07:18	-30.1669	158.9565	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:07:33	-30.1825	158.9282	↙ 237°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:07:43	-30.1930	158.9091	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:07:58	-30.2086	158.8807	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:08	-30.2190	158.8619	↙ 238°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:18	-30.2294	158.8430	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:23	-30.2346	158.8335	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:33	-30.2449	158.8147	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:43	-30.2553	158.7957	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:48	-30.2605	158.7862	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:08:58	-30.2708	158.7673	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:09:33	-30.3071	158.7009	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:09:38	-30.3123	158.6913	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:09:48	-30.3227	158.6725	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:09:58	-30.3331	158.6534	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:03	-30.3383	158.6439	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:13	-30.3487	158.6250	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:23	-30.3589	158.6061	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:28	-30.3641	158.5966	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:38	-30.3745	158.5776	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:48	-30.3848	158.5587	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:10:53	-30.3900	158.5492	↙ 239°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:02	-30.4003	158.5301	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:13	-30.4106	158.5112	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:18	-30.4158	158.5016	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:27	-30.4262	158.4826	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:37	-30.4365	158.4637	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:42	-30.4416	158.4541	↙ 239°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:47	-30.4467	158.4448	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:11:52	-30.4519	158.4352	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:03	-30.4623	158.4161	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:07	-30.4675	158.4066	↙ 237°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:13	-30.4726	158.3972	↙ 239°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:17	-30.4779	158.3875	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:27	-30.4882	158.3684	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:32	-30.4934	158.3588	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:37	-30.4986	158.3491	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:42	-30.5038	158.3395	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:52	-30.5143	158.3201	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:12:57	-30.5195	158.3105	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:13:07	-30.5299	158.2912	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:13:17	-30.5404	158.2720	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:13:57	-30.5819	158.1951	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:14:32	-30.6180	158.1283	↙ 238°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:14:37	-30.6231	158.1189	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:14:42	-30.6282	158.1093	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:14:52	-30.6385	158.0902	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:14:57	-30.6437	158.0806	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:02	-30.6489	158.0710	↙ 239°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:07	-30.6541	158.0615	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:17	-30.6644	158.0422	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:27	-30.6747	158.0231	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:32	-30.6799	158.0134	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:42	-30.6902	157.9943	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:52	-30.7004	157.9754	↙ 237°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:15:57	-30.7055	157.9658	↙ 237°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:07	-30.7157	157.9468	↙ 238°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:17	-30.7259	157.9277	↙ 238°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:22	-30.7309	157.9182	↙ 239°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:32	-30.7411	157.8991	↙ 238°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:42	-30.7512	157.8802	↙ 238°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:47	-30.7564	157.8707	↙ 237°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:16:57	-30.7665	157.8518	↙ 239°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:17:12	-30.7818	157.8232	↙ 238°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:17:14	-30.7842	157.8186	↙ 238°	416	479	11,582	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:17:22	-30.7918	157.8043	↙ 239°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:17:37	-30.8070	157.7759	↙ 238°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:17:47	-30.8171	157.7570	↙ 238°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:17:52	-30.8223	157.7474	↙ 238°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:02	-30.8324	157.7285	↙ 238°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:12	-30.8425	157.7096	↙ 239°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:17	-30.8475	157.7001	↙ 239°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:27	-30.8575	157.6813	↙ 238°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:37	-30.8677	157.6623	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:18:52	-30.8828	157.6340	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:19:32	-30.9229	157.5585	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:19:42	-30.9328	157.5398	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:19:52	-30.9429	157.5207	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:19:57	-30.9481	157.5111	↙ 239°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:07	-30.9580	157.4923	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:17	-30.9680	157.4735	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:22	-30.9731	157.4639	↙ 239°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:32	-30.9831	157.4450	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:42	-30.9932	157.4262	↙ 238°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:47	-30.9983	157.4167	↙ 237°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:20:57	-31.0087	157.3981	↙ 237°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:21:11	-31.0243	157.3712	↙ 236°	409	471	11,582	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:21:31	-31.0470	157.3338	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:21:36	-31.0525	157.3246	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:21:41	-31.0580	157.3156	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:21:47	-31.0636	157.3065	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:21:52	-31.0685	157.2982	↙ 235°	417	480	11,582	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:21:56	-31.0748	157.2879	↙ 234°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:01	-31.0802	157.2789	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:06	-31.0857	157.2698	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:16	-31.0968	157.2516	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:21	-31.1024	157.2423	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:24	-31.1048	157.2385	↙ 235°	416	479	11,582	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:22:26	-31.1079	157.2332	↙ 233°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:31	-31.1134	157.2242	↙ 234°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:41	-31.1245	157.2057	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:51	-31.1356	157.1875	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:22:56	-31.1412	157.1782	↙ 233°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:23:06	-31.1522	157.1600	↙ 234°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:23:16	-31.1635	157.1415	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:23:21	-31.1689	157.1325	↙ 233°	416	479	11,582	-57 Descending	 Aus ATC (ADS-B)
Sat 22:23:24	-31.1713	157.1284	↙ 235°	416	479	11,575	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:23:31	-31.1799	157.1143	↙ 234°	416	479	11,582	27 Climbing	 Aus ATC (ADS-B)
Sat 22:23:41	-31.1910	157.0959	↙ 234°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:23:46	-31.1966	157.0866	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:23:56	-31.2075	157.0685	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:24:06	-31.2186	157.0501	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:24:21	-31.2352	157.0226	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:24:24	-31.2378	157.0184	↙ 235°	416	479	11,582	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:24:31	-31.2463	157.0042	↙ 234°	416	479	11,582	 Level	 Aus ATC (ADS-B)
